iter	Logloss
301	0.2320169172
302	0.231995214
303	0.2319084023
304	0.2318034501
305	0.2317413991
306	0.2317413224
307	0.2316937859
308	0.23163232
309	0.231546303
310	0.2314828976
311	0.2314246865
312	0.231336522
313	0.2312129935
314	0.2311278198
315	0.2310013195
316	0.2309562145
317	0.2308588799
318	0.2308249997
319	0.2307534065
320	0.2307016091
321	0.2305965445
322	0.2304682364
323	0.2304250973
324	0.2303968887
325	0.2303171973
326	0.2302581049
327	0.230169029
328	0.230144293
329	0.230044178
330	0.2299844523
331	0.2299380575
332	0.229889115
333	0.2298202535
334	0.2297514626
335	0.229644991
336	0.2295943836
337	0.2295169065
338	0.2294808983
339	0.2293780087
340	0.2292805707
341	0.2292330504
342	0.2291706048
343	0.2291517251
344	0.2290461281
345	0.2289398627
346	0.228907026
347	0.2287342529
348	0.2286993046
349	0.2286495307
350	0.2285523193
351	0.2284699829
352	0.2284152063
353	0.2283822195
354	0.2283310989
355	0.2282503688
356	0.2282197542
357	0.2281045963
358	0.2280238169
359	0.2279821112
360	0.2278846916
361	0.2278423678
362	0.2278133663
363	0.2277239323
364	0.2276860184
365	0.2276288981
366	0.2275575571
367	0.2275011806
368	0.2274571198
369	0.2274082033
370	0.2272676479
371	0.2271823958
372	0.2271179068
373	0.2270159196
374	0.2269582113
375	0.2268512392
376	0.2268057583
377	0.2267188797
378	0.2266347301
379	0.2265850641
380	0.2265310602
381	0.2264088507
382	0.2263144809
383	0.2262353146
384	0.2261728849
385	0.2261283147
386	0.2260624627
387	0.2259662077
388	0.2258854151
389	0.2258095083
390	0.2257630143
391	0.2256905282
392	0.2255877646
393	0.2255204175
394	0.225465949
395	0.2253995411
396	0.2253476962
397	0.2252905727
398	0.2252646048
399	0.2252063401
400	0.2251594884
401	0.2250754942
402	0.2250184039
403	0.2248874279
404	0.224786302
405	0.2247300764
406	0.2246669506
407	0.2246518823
408	0.2246061885
409	0.2245813993
410	0.2245218686
411	0.2243921078
412	0.2243275454
413	0.2242740547
414	0.2242411488
415	0.2242077291
416	0.2241107288
417	0.2240549411
418	0.2239850997
419	0.2239021397
420	0.2238263956
421	0.2237489915
422	0.2236907611
423	0.2235944823
424	0.2234572423
425	0.2233990889
426	0.2233206499
427	0.2232623246
428	0.2231779147
429	0.2230742152
430	0.2230038165
431	0.2228984841
432	0.2228309591
433	0.2227520536
434	0.2227105
435	0.2226541113
436	0.2225614452
437	0.2225026467
438	0.2224251741
439	0.2223342486
440	0.2222767268
441	0.2222690824
442	0.222200456
443	0.2221300473
444	0.2220557048
445	0.2219239116
446	0.2218428068
447	0.2217479759
448	0.221633042
449	0.2215338161
450	0.2214873257
451	0.2214027836
452	0.2213187957
453	0.2212638917
454	0.2212136444
455	0.2211555592
456	0.2210763543
457	0.2210179317
458	0.2209526549
459	0.2208912883
460	0.2207809493
461	0.2207421115
462	0.220729621
463	0.2206716979
464	0.2205925186
465	0.2205208501
466	0.2204375463
467	0.2203189017
468	0.2202175046
469	0.220078352
470	0.2200293875
471	0.219972127
472	0.2199279617
473	0.2198971287
474	0.219833661
475	0.2197574132
476	0.2197169414
477	0.2196530585
478	0.2195837094
479	0.2195248975
480	0.219449814
481	0.2193935479
482	0.2193265189
483	0.2192080562
484	0.2191527947
485	0.2190706407
486	0.219017757
487	0.2189016408
488	0.2187946963
489	0.2187339341
490	0.2186820422
491	0.2186323335
492	0.218570962
493	0.2185229031
494	0.2184522378
495	0.2183623875
496	0.2183533366
497	0.2183533506
498	0.2182915336
499	0.2182484132
500	0.2181726316
501	0.2181333513
502	0.2181333748
503	0.2181238935
504	0.2180957369
505	0.2180464751
506	0.2180119956
507	0.2179432492
508	0.2179148763
509	0.2178415584
510	0.2177873282
511	0.2177397812
512	0.2176914558
513	0.2176717576
514	0.2176133196
515	0.217597742
516	0.2174960234
517	0.2174340158
518	0.2173691366
519	0.217325841
520	0.2173037554
521	0.2172272696
522	0.2171524214
523	0.2170650508
524	0.2169639435
525	0.2169306647
526	0.2168963315
527	0.2168328224
528	0.2167135801
529	0.216590194
530	0.2165364807
531	0.2164811939
532	0.2164793774
533	0.2164223974
534	0.2164214911
535	0.2163256713
536	0.2162725231
537	0.2162093013
538	0.2161085238
539	0.2159757985
540	0.2159295756
541	0.2158919087
542	0.2158452765
543	0.215754619
544	0.2157100813
545	0.215669616
546	0.2156111386
547	0.2155632703
548	0.2154874242
549	0.2154326701
550	0.2153615495
551	0.2152684501
552	0.2152215364
553	0.215221549
554	0.2151849321
555	0.2151307807
556	0.2150996103
557	0.2150165827
558	0.214951049
559	0.2149107577
560	0.2148886608
561	0.2148148307
562	0.2147713296
563	0.2146733036
564	0.2146171528
565	0.2145713446
566	0.2144842162
567	0.2144490398
568	0.2144151449
569	0.2143394234
570	0.2142768158
571	0.2142303409
572	0.2141737323
573	0.214092671
574	0.214036216
575	0.2139899413
576	0.2139152136
577	0.2138941061
578	0.2138609177
579	0.2137725006
580	0.2137339734
581	0.2137108855
582	0.2136614531
583	0.2136312818
584	0.2135814803
585	0.2135239058
586	0.2134814233
587	0.2134409669
588	0.2134116446
589	0.2133389922
590	0.2132703188
591	0.2132282579
592	0.2131955088
593	0.2130949601
594	0.2130592326
595	0.2130334508
596	0.2130136004
597	0.2129565397
598	0.212870285
599	0.2127936136
600	0.2127081564
601	0.2126817563
602	0.2126501799
603	0.2126308417
604	0.2126106211
605	0.2125561107
606	0.2124952755
607	0.2124735075
608	0.2123777745
609	0.2123311914
610	0.2122367629
611	0.2121575963
612	0.2121576347
613	0.2121442774
614	0.2121242707
615	0.212088588
616	0.2120543456
617	0.2120125839
618	0.2119483666
619	0.211910699
620	0.2118662452
621	0.2117574783
622	0.211727412
623	0.2116853716
624	0.2116244228
625	0.2116244658
626	0.2115651053
627	0.2114993149
628	0.2114469568
629	0.2113803581
630	0.2113371073
631	0.2112969606
632	0.2112488274
633	0.2111954798
634	0.2111064316
635	0.2110136296
636	0.2109484929
637	0.2109012154
638	0.210859011
639	0.2107897189
640	0.2107661335
641	0.2107354262
642	0.2106672065
643	0.2105889454
644	0.2105370065
645	0.2104872111
646	0.2104872421
647	0.2104856114
648	0.2104076139
649	0.2103652274
650	0.2102743461
651	0.2102079306
652	0.2101583181
653	0.2101327078
654	0.2101326788
655	0.2100733802
656	0.2100385207
657	0.2099311623
658	0.2098814559
659	0.2098017564
660	0.2097213647
661	0.2096737507
662	0.2095754403
663	0.2095260647
664	0.2095039077
665	0.2093812322
666	0.2093514516
667	0.2092772625
668	0.2092125882
669	0.2091901062
670	0.2091292823
671	0.2090042656
672	0.2089005241
673	0.2088499605
674	0.2088144745
675	0.2087442083
676	0.2086050701
677	0.2085392615
678	0.2084933057
679	0.2084750366
680	0.2084375518
681	0.2083257814
682	0.2082699001
683	0.2082166059
684	0.2081746499
685	0.2080937815
686	0.2080264726
687	0.207979744
688	0.2079119541
689	0.2078569921
690	0.2078140954
691	0.2077494052
692	0.2076395714
693	0.2075584738
694	0.2075030045
695	0.2074630561
696	0.2074298823
697	0.2073780913
698	0.2073192218
699	0.2072300479
700	0.2071954202
701	0.2071210822
702	0.2070659881
703	0.2070132055
704	0.2069618718
705	0.2069408962
706	0.2068620819
707	0.2067992951
708	0.2067125985
709	0.2066603982
710	0.2066363307
711	0.2065917142
712	0.2065552094
713	0.206535677
714	0.206483263
715	0.2063917968
716	0.2063649542
717	0.2063435402
718	0.2063307641
719	0.2062775298
720	0.2062683564
721	0.2062394991
722	0.2062295689
723	0.2062110298
724	0.2061506758
725	0.2060740795
726	0.2059728619
727	0.2059289893
728	0.2059134321
729	0.2057807659
730	0.2057152902
731	0.2056234697
732	0.2055759611
733	0.2055498414
734	0.2054994499
735	0.205440365
736	0.2054105155
737	0.2053594541
738	0.2053316536
739	0.2052908366
740	0.205235933
741	0.2051806852
742	0.205146088
743	0.2051068475
744	0.2050277819
745	0.2049963814
746	0.2049658307
747	0.2048808256
748	0.2048132764
749	0.2047373346
750	0.2047279414
751	0.2046854278
752	0.2046199174
753	0.2045835179
754	0.2045400393
755	0.2045145737
756	0.2044782975
757	0.2044250204
758	0.2043666389
759	0.2043203202
760	0.2042300277
761	0.2041471407
762	0.2041172199
763	0.204084254
764	0.2040195073
765	0.2039613944
766	0.2039035123
767	0.2038431419
768	0.2037118605
769	0.2036773162
770	0.203606583
771	0.2035900947
772	0.2035270987
773	0.2034637498
774	0.2034034503
775	0.20333028
776	0.2032615544
777	0.2031558547
778	0.2030931362
779	0.2030272308
780	0.2029897503
781	0.2029158507
